goalTime,epochScnds,"Chelsea
Pts","Manchester City
Pts","Arsenal
Pts","Manchester United
Pts","Tottenham Hotspur
Pts","Liverpool
Pts","Southampton
Pts","Swansea City
Pts","Stoke City
Pts","Crystal Palace
Pts","Everton
Pts","West Ham United
Pts","West Bromwich Albion
Pts","Leicester City
Pts","Newcastle United
Pts","Sunderland
Pts","Aston Villa
Pts","Bournemouth
Pts","Watford
Pts","Norwich City
Pts"
2015-08-08 11:44:58,1439030698,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2015-08-08 11:44:59,1439030699,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2015-08-08 11:45:00,1439030700,0.191919,0.191919,0.191919,1.191919,1.191919,0.191919,0.191919,0.191919,0.191919,0.191919,0.191919,0.191919,0.191919,0.191919,0.191919,0.191919,0.191919,0.191919,0.191919,0.191919
2015-08-08 12:06:35,1439031995,0.181819,0.181819,0.181819,3.191919,0.0018,0.181819,0.181819,0.181819,0.181819,0.181819,0.181819,0.181819,0.181819,0.181819,0.181819,0.181819,0.181819,0.181819,0.181819,0.181819
2015-08-08 15:00:00,1439042400,0.181819,0.181819,0.181819,3.191919,0.0018,0.181819,0.181819,0.181819,0.181819,1.181819,1.181819,0.181819,0.181819,1.181819,0.181819,1.181819,1.181819,1.181819,1.181819,1.181819
2015-08-08 15:10:19,1439043019,0.171719,0.171719,0.171719,3.191919,0.011701,0.171719,0.171719,0.171719,0.171719,1.171719,1.171719,0.171719,0.171719,3.191919,0.171719,0.011701,1.171719,1.171719,1.171719,1.171719
2015-08-08 15:13:07,1439043187,0.161619,0.161619,0.161619,3.191919,0.021602,0.161619,0.161619,0.161619,0.161619,1.161619,0.021602,0.161619,0.161619,3.191919,0.161619,0.021602,1.161619,1.161619,3.191919,1.161619
2015-08-08 15:17:46,1439043466,0.161619,0.161619,0.161619,3.181819,0.021602,0.161619,0.161619,0.161619,0.161619,1.161619,0.021602,0.161619,0.161619,3.191919,0.161619,0.0016,1.161619,1.161619,3.181819,1.161619
2015-08-08 15:24:28,1439043868,0.161619,0.161619,0.161619,3.181819,0.021602,0.161619,0.161619,0.161619,0.161619,1.161619,0.021602,0.161619,0.161619,3.191919,0.161619,0.0016,1.161619,1.161619,3.181819,1.161619
2015-08-08 15:38:03,1439044683,0.151519,0.151519,0.151519,3.181819,0.031503,0.151519,0.151519,0.151519,0.151519,3.181819,0.031503,0.151519,0.151519,3.191919,0.151519,0.0015,1.151519,1.151519,3.181819,0.031503
2015-08-08 16:06:03,1439046363,0.151519,0.151519,0.151519,3.171719,0.031503,0.151519,0.151519,0.151519,0.151519,3.181819,0.031503,0.151519,0.151519,3.191919,0.151519,0.0015,1.151519,1.151519,3.171719,0.011501
2015-08-08 16:18:04,1439047084,0.151419,0.151419,0.151419,3.171719,0.031404,0.151419,0.151419,0.151419,0.151419,3.191819,0.031404,0.151419,0.151419,3.191904,0.151419,0.0117,1.151419,1.151419,3.171719,0.011401
2015-08-08 16:23:33,1439047413,0.151419,0.151419,0.151419,3.171719,0.031404,0.151419,0.151419,0.151419,0.151419,3.181819,0.031404,0.151419,0.151419,3.191904,0.151419,0.0017,1.151419,1.151419,3.171719,0.011401
2015-08-08 16:25:11,1439047511,0.151319,0.151319,0.151319,3.181719,0.031305,0.151319,0.151319,0.151319,0.151319,3.181805,0.031305,0.151319,0.151319,3.191905,0.151319,0.0017,1.151319,1.151319,3.181719,0.031701
2015-08-08 16:28:25,1439047705,0.141219,0.141219,0.141219,3.181719,0.041206,0.141219,0.141219,0.141219,0.141219,3.181806,0.041206,0.141219,0.141219,3.191906,0.141219,0.0017,3.181719,0.041206,3.181719,0.041701
2015-08-08 16:28:27,1439047707,0.141219,0.141219,0.141219,3.181619,0.041206,0.141219,0.141219,0.141219,0.141219,3.181806,0.041206,0.141219,0.141219,3.191902,0.141219,0.0018,3.181619,0.041206,3.181619,0.041602
2015-08-08 16:30:00,1439047800,1.141219,0.141219,0.141219,3.181619,0.041206,0.141219,0.141219,1.141219,0.141219,3.181806,0.041206,0.141219,0.141219,3.191902,0.141219,0.0018,3.181619,0.041206,3.181619,0.041602
2015-08-08 16:32:26,1439047946,1.151119,0.151119,0.151119,3.181619,0.031107,0.151119,0.151119,1.151119,0.151119,3.181807,1.151607,0.151119,0.151119,3.191902,0.151119,0.0018,3.181619,0.031107,1.151607,0.031602
2015-08-08 16:39:55,1439048395,1.141119,0.141119,0.141119,3.181519,0.041107,0.141119,0.141119,1.141119,0.141119,3.181807,0.041503,0.141119,0.141119,3.191903,0.141119,0.0018,3.181519,0.041107,3.181807,0.041503
2015-08-08 16:42:57,1439048577,1.151119,0.151119,0.151119,3.181419,0.031107,0.151119,0.151119,1.151119,0.151119,3.181807,1.151804,0.151119,0.151119,3.191904,0.151119,0.0018,3.181419,0.031107,1.151804,0.031404
2015-08-08 16:50:41,1439049041,1.151119,0.151119,0.151119,3.171419,0.031107,0.151119,0.151119,1.151119,0.151119,3.191807,1.151704,0.151119,0.151119,3.191904,0.151119,0.0117,3.171419,0.031107,1.151704,0.011401
2015-08-08 16:52:09,1439049129,3.171419,0.141019,0.141019,3.171419,0.041008,0.141019,0.141019,0.041008,0.141019,3.191808,1.141704,0.141019,0.141019,3.191904,0.141019,0.0117,3.171419,0.041008,1.141704,0.011401
2015-08-08 16:58:18,1439049498,1.151409,0.150919,0.150919,3.171419,0.030909,0.150919,0.150919,1.151409,0.150919,3.191809,1.151704,0.150919,0.150919,3.191904,0.150919,0.0117,3.171419,0.030909,1.151704,0.011401
2015-08-08 16:59:53,1439049593,3.171709,0.140919,0.140919,3.171319,0.040909,0.140919,0.140919,0.041305,0.140919,3.191809,1.141705,0.140919,0.140919,3.191905,0.140919,0.0117,3.171319,0.040909,1.141705,0.011301
2015-08-08 17:42:03,1439052123,1.151706,0.150919,0.150919,3.171219,0.030909,0.150919,0.150919,1.151706,0.150919,3.191809,1.151706,0.150919,0.150919,3.191906,0.150919,0.0117,3.171219,0.030909,1.151706,0.011201
2015-08-09 12:30:00,1439119800,1.151706,0.150919,1.150919,3.171219,0.030909,0.150919,1.150919,1.151706,0.150919,3.191809,1.151706,1.150919,0.150919,3.191906,1.150919,0.0117,3.171219,0.030909,1.151706,0.011201
2015-08-09 12:53:56,1439121236,1.141706,0.140819,1.140819,3.171219,0.04081,0.140819,3.171219,1.141706,0.140819,3.19181,1.141706,1.140819,0.140819,3.191906,0.04081,0.0117,3.171219,0.04081,1.141706,0.011201
2015-08-09 13:11:54,1439122314,1.151706,0.150719,1.150719,3.171219,0.030711,0.150719,1.151211,1.151706,0.150719,3.191811,1.151706,1.150719,0.150719,3.191906,1.151211,0.0117,3.171219,0.030711,1.151706,0.011201
2015-08-09 13:12:48,1439122368,1.141706,0.140619,0.040612,3.171219,0.040612,0.140619,1.141212,1.141706,0.140619,3.191812,1.141706,3.171219,0.140619,3.191906,1.141212,0.0117,3.171219,0.040612,1.141706,0.011201
2015-08-09 13:34:25,1439123665,1.131707,0.130619,0.050612,3.171119,0.050612,0.130619,0.051107,1.131707,0.130619,3.191812,1.131707,3.171119,0.130619,3.191907,3.171712,0.0117,3.171119,0.050612,1.131707,0.011101
2015-08-09 13:43:39,1439124219,1.131708,0.130619,0.020608,3.161019,0.050612,0.130619,0.051008,1.131708,0.130619,3.191812,1.131708,3.191719,0.130619,3.191908,3.161712,0.0217,3.161019,0.050612,1.131708,0.021001
2015-08-09 14:05:24,1439125524,1.141709,0.140619,0.020609,3.160919,0.040612,0.140619,1.141709,1.141709,0.140619,3.191812,1.141709,3.191719,0.140619,3.191909,1.141709,0.0217,3.160919,0.040612,1.141709,0.020901
2015-08-09 15:00:00,1439128800,1.141709,0.140619,0.020609,3.160919,0.040612,1.140619,1.141709,1.141709,1.140619,3.191812,1.141709,3.191719,0.140619,3.191909,1.141709,0.0217,3.160919,0.040612,1.141709,0.020901
2015-08-09 16:42:43,1439134963,1.131709,0.130519,0.020509,3.160919,0.050513,3.160919,1.131709,1.131709,0.050513,3.191813,1.131709,3.191719,0.130519,3.191909,1.131709,0.0217,3.160919,0.050513,1.131709,0.020901
2015-08-10 19:00:00,1439229600,1.131709,1.130519,0.020509,3.160919,0.050513,3.160919,1.131709,1.131709,0.050513,3.191813,1.131709,3.191719,1.130519,3.191909,1.131709,0.0217,3.160919,0.050513,1.131709,0.020901
2015-08-10 19:08:30,1439230110,1.121709,3.160919,0.020409,3.160919,0.060414,3.160919,1.121709,1.121709,0.060414,3.191814,1.121709,3.191719,0.060414,3.191909,1.121709,0.0217,3.160919,0.060414,1.121709,0.020901
2015-08-10 19:23:32,1439231012,1.12171,3.191719,0.03041,3.150819,0.060414,3.150819,1.12171,1.12171,0.060414,3.191814,1.12171,3.191719,0.03041,3.19191,1.12171,0.0317,3.150819,0.060414,1.12171,0.030801
2015-08-10 20:14:38,1439234078,1.12161,3.191819,0.03041,3.150819,0.060414,3.150819,1.12161,1.12161,0.060414,3.181814,1.12161,3.181619,4.02E-4,3.18191,1.12161,0.0316,3.150819,0.060414,1.12161,0.030802
2015-08-14 18:45:00,1439574300,1.12161,3.191819,0.03041,4.150819,0.060414,3.150819,1.12161,1.12161,0.060414,3.181814,1.12161,3.181619,4.02E-4,3.18191,1.12161,0.0316,4.150819,0.060414,1.12161,0.030802
2015-08-14 19:13:07,1439575987,1.13161,3.191819,0.03041,6.181619,0.060415,3.140719,1.13161,1.13161,0.060415,3.181815,1.13161,3.181619,4.02E-4,3.18191,1.13161,0.0316,3.130715,0.060415,1.13161,0.030702
2015-08-15 11:45:00,1439635500,1.13161,3.191819,0.03041,6.181619,0.060415,3.140719,2.13161,1.13161,0.060415,3.181815,2.13161,3.181619,4.02E-4,3.18191,1.13161,0.0316,3.130715,0.060415,1.13161,0.030702
2015-08-15 12:06:11,1439636771,1.12151,3.191819,0.03041,6.181519,0.070415,3.140719,1.071503,1.12151,0.070415,3.181815,4.14181,3.181519,4.03E-4,3.18191,1.12151,0.0315,3.120715,0.070415,1.12151,0.030703
2015-08-15 12:29:02,1439638142,1.12151,3.191719,0.04041,6.181519,0.070415,3.130719,1.041501,1.12151,0.070415,3.181715,4.18191,3.181519,4.03E-4,3.18191,1.12151,0.041501,3.120715,0.070415,1.12151,0.040703
2015-08-15 13:26:55,1439641615,1.12151,3.191719,0.04041,6.171519,0.070415,3.130719,1.0115,1.12151,0.070415,3.171715,4.19191,3.171519,0.010403,3.17181,1.12151,0.041501,3.120715,0.070415,1.12151,0.040703
2015-08-15 15:00:00,1439647200,1.12151,3.191719,0.04041,6.171519,1.070415,3.130719,1.0115,2.12151,1.070415,3.171715,4.19191,4.171519,1.010403,4.17181,2.12151,1.041501,3.120715,0.070415,2.12151,1.040703
2015-08-15 15:08:48,1439647728,1.11141,3.191719,0.04041,6.171419,1.080415,3.130719,1.0114,4.13171,1.080415,3.171715,4.19191,4.171419,1.010404,4.17181,1.081404,1.041401,3.110715,0.080415,2.11141,1.040704
2015-08-15 15:18:29,1439648309,1.111411,3.191719,0.050311,6.171419,3.110715,3.130719,1.0114,4.131711,0.050311,3.171715,4.191911,4.171419,1.010304,4.171811,1.071404,1.051401,3.110715,0.070315,2.111411,1.050704
2015-08-15 15:25:35,1439648735,1.111411,3.191719,0.040311,6.171419,3.110615,3.130619,1.021401,4.131711,0.040311,3.171715,4.191911,4.171419,1.020304,4.171811,1.071404,0.021401,3.110615,0.070315,2.111411,3.071404
2015-08-15 15:26:30,1439648790,1.111411,3.191719,0.040311,6.161419,3.110616,3.140619,1.021401,4.141711,0.040311,3.161716,4.191911,3.141416,1.020304,6.191911,1.071404,0.021401,3.110616,0.070316,2.111411,3.071404
2015-08-15 15:36:50,1439649410,1.111311,3.191719,0.040311,6.161319,3.110616,3.140619,1.021301,4.141711,0.040311,3.161716,4.191911,3.141316,1.020304,6.191911,1.061304,0.0013,3.110616,0.060316,2.111311,3.111704
2015-08-15 15:37:22,1439649442,1.121312,3.181719,0.040312,6.161319,3.120616,3.140619,1.021301,4.141712,0.040312,3.161716,4.181812,3.121312,1.020304,6.191912,1.061304,0.0013,3.120616,0.060316,2.121312,3.121704
2015-08-15 15:46:22,1439649982,1.111312,3.181719,0.040312,6.161319,3.141316,3.140519,1.031301,4.141712,0.030305,3.161716,4.181812,3.111312,1.030305,6.191912,1.061305,0.0013,3.110516,0.060316,2.111312,3.111705
2015-08-15 16:08:46,1439651326,1.111312,3.181619,0.050312,6.161319,3.131316,3.130519,1.031301,4.161712,0.030305,3.161616,4.181812,3.111312,1.030305,6.191912,1.051302,0.0013,3.110516,0.060316,2.111312,3.111605
2015-08-15 16:13:25,1439651605,1.101212,3.191619,0.050312,6.161219,3.131216,3.130519,1.031201,4.161712,0.030306,3.161616,4.191812,3.131612,1.030306,6.191906,1.051202,0.0012,3.100516,0.060316,2.101212,3.101606
2015-08-15 16:14:56,1439651696,1.091212,3.191519,0.050312,6.161219,3.131216,3.130519,1.031201,4.161712,0.030306,3.161516,4.191812,3.131512,1.030306,6.191906,1.051202,0.0012,3.090516,0.060316,2.091212,3.131706
2015-08-15 16:35:05,1439652905,1.101213,3.191519,0.050213,6.161219,3.101213,3.130519,1.021201,4.161713,0.050506,3.161516,4.191813,3.131513,1.020206,6.191906,1.051202,0.0012,3.100516,0.060216,2.101213,3.131706
2015-08-15 16:39:33,1439653173,1.101213,3.191519,0.040213,6.161219,1.071207,3.130419,1.021201,4.161713,1.071207,3.161516,4.191813,3.131513,1.020207,6.191907,1.041202,0.0012,3.100416,0.070216,2.101213,3.131707
2015-08-15 16:45:45,1439653545,1.111113,3.191519,0.040213,6.161119,1.071107,3.130419,1.021101,4.161713,1.071107,3.161516,4.191813,3.131513,1.020207,6.191907,1.041103,0.0015,3.110416,0.070216,2.111113,3.111703
2015-08-16 12:30:00,1439724600,1.111113,3.191519,1.040213,6.161119,1.071107,3.130419,1.021101,4.161713,1.071107,4.161516,4.191813,3.131513,1.020207,6.191907,1.041103,0.0015,3.110416,0.070216,2.111113,3.111703
2015-08-16 12:45:09,1439725509,1.111114,3.191519,3.070414,6.161119,1.071107,3.140419,1.021101,4.161714,1.071107,3.141514,4.191814,3.141514,1.020107,6.191907,1.031103,0.0015,3.110416,0.070116,2.111114,3.111703
2015-08-16 12:57:03,1439726223,1.111114,3.191419,1.040408,6.161119,1.071108,3.130419,1.021101,4.161714,1.071108,4.161714,4.191814,3.131414,1.020108,6.191908,1.041103,0.0014,3.110416,0.070116,2.111114,3.111703
2015-08-16 13:40:30,1439728830,1.111114,3.191419,3.071109,6.161119,1.071109,3.140319,1.021101,4.161714,1.071109,3.141709,4.191814,3.141414,1.020109,6.191909,1.031103,0.0014,3.110316,0.070116,2.111114,3.111703
2015-08-16 15:00:00,1439733600,2.111114,4.191419,3.071109,6.161119,1.071109,3.140319,1.021101,4.161714,1.071109,3.141709,4.191814,3.141414,1.020109,6.191909,1.031103,0.0014,3.110316,0.070116,2.111114,3.111703
2015-08-16 15:31:00,1439735460,1.08111,6.191719,3.08111,6.161119,1.08111,3.140319,1.021101,4.161714,1.08111,3.14171,4.181814,3.141314,1.02011,6.18191,1.031103,0.0013,3.110316,0.080116,2.111114,3.111703
2015-08-16 16:38:36,1439739516,1.041104,6.191819,3.08111,6.161119,1.08111,3.140319,1.021101,4.161614,1.08111,3.14161,4.181814,3.141314,1.02011,6.18191,1.041104,0.0013,3.110316,0.080116,2.111114,3.111604
2015-08-16 16:44:05,1439739845,1.031102,6.191919,3.08111,6.161119,1.08111,3.140319,1.031102,4.161614,1.08111,3.14161,4.181714,3.141314,1.03011,6.18191,1.041104,0.0013,3.110316,0.080116,2.111114,3.111604
2015-08-17 19:00:00,1439834400,1.031102,6.191919,3.08111,6.161119,1.08111,4.140319,1.031102,4.161614,1.08111,3.14161,4.181714,3.141314,1.03011,6.18191,1.041104,0.0013,3.110316,1.080116,2.111114,3.111604
2015-08-17 19:25:49,1439835949,1.031102,6.191919,3.08111,6.161119,1.08111,6.161119,1.031102,4.161615,1.08111,3.13161,4.181715,3.131315,1.03011,6.18191,1.051104,0.0013,3.110216,0.050115,2.111115,3.111604
2015-08-22 11:45:00,1440240300,1.031102,6.191919,3.08111,7.161119,1.08111,6.161119,1.031102,4.161615,1.08111,3.13161,4.181715,3.131315,1.03011,6.18191,2.051104,0.0013,3.110216,0.050115,2.111115,3.111604
2015-08-22 15:00:00,1440252000,1.031102,6.191919,3.08111,7.161119,2.08111,6.161119,1.031102,5.161615,2.08111,4.13161,4.181715,4.131315,1.03011,7.18191,2.051104,1.0013,4.110216,1.050115,2.111115,4.111604
2015-08-22 15:10:30,1440252630,1.031003,6.191919,3.08101,7.161019,2.08101,6.161019,1.031003,5.161615,4.11131,4.13161,4.181715,4.131315,1.03011,7.18191,2.051004,1.0013,4.110216,1.050115,2.111015,3.081603
2015-08-22 15:10:36,1440252636,1.031003,6.191919,3.081011,7.161019,2.081011,6.161019,1.031003,5.161615,4.121311,4.131611,4.181715,3.121311,1.030011,7.181911,2.041004,1.0013,4.120216,3.080215,2.121015,3.081603
2015-08-22 15:27:30,1440253650,1.031003,6.191919,3.081011,7.161019,2.081011,6.161019,1.031003,5.161515,2.081306,4.131511,4.181715,3.081306,1.030011,7.181911,2.041006,1.0013,4.120116,3.121015,2.121015,4.121703
2015-08-22 15:47:07,1440254827,1.031003,6.191919,3.081011,7.151019,2.081011,6.151019,1.031003,7.181715,2.081306,4.131411,4.181715,3.081306,1.030011,7.181911,2.041006,0.0013,4.120116,3.121015,2.121015,4.121703
2015-08-22 16:06:06,1440255966,1.031003,6.191919,3.081012,7.151019,2.081012,6.151019,1.031003,7.181715,2.081206,4.131412,4.181715,3.121406,1.030012,7.181912,2.041006,0.0012,4.120116,3.081012,2.121015,4.121703
2015-08-22 16:11:08,1440256268,1.031003,6.191919,3.081012,7.151019,2.081012,6.151019,1.031003,7.181715,2.081207,4.131312,4.181715,4.131707,1.030012,7.181912,2.051007,0.0012,4.110116,1.051007,2.111015,4.111703
2015-08-22 16:20:19,1440256819,1.031003,6.191919,3.081013,7.161019,2.081013,6.161019,1.031003,5.161713,2.081107,4.131313,4.181715,4.131707,1.030013,7.181913,2.051007,1.0013,4.110116,1.051007,2.111015,4.111703
2015-08-22 16:24:14,1440257054,1.030904,6.191919,3.080913,7.160919,2.080913,6.160919,1.030904,5.161713,2.081107,4.131313,4.181715,3.121704,1.030013,7.181913,2.040907,1.0013,4.120116,3.081107,2.120915,4.121704
2015-08-22 16:28:46,1440257326,1.030904,6.191919,3.090913,7.160919,2.090913,6.160919,1.030904,5.161713,2.091107,6.161713,4.181716,3.121704,1.030013,7.181913,2.040907,1.0012,3.090116,3.091107,2.120916,4.121704
2015-08-22 16:34:28,1440257668,1.030904,6.191919,3.080913,7.160919,2.080913,6.160919,1.030904,5.161713,2.081108,4.131708,4.181716,3.121704,1.030013,7.181913,2.040908,1.0012,4.120916,3.081108,2.120916,4.121704
2015-08-22 16:37:28,1440257848,1.030804,6.191919,3.070813,7.170819,4.121113,6.170819,1.030804,5.171713,2.071109,4.131709,4.181716,3.121704,1.030013,6.171909,2.040809,1.0012,4.120816,3.071109,2.120816,4.121704
2015-08-22 16:37:58,1440257878,1.030804,6.191919,3.070813,7.170819,4.121013,6.170819,1.030804,5.171713,2.071009,4.131709,4.181716,3.071701,1.030013,6.171909,2.040809,1.0012,4.120816,3.121209,2.120816,4.121704
2015-08-22 16:38:58,1440257938,1.030804,6.191819,3.080813,7.160819,2.08101,6.160819,1.030804,5.161713,2.08101,4.13171,4.181716,3.081701,1.030013,7.18191,2.04081,1.0012,4.120816,3.12121,2.120816,4.121704
2015-08-22 16:40:43,1440258043,1.030805,6.191819,3.080813,7.160819,2.08101,6.160819,1.030805,5.161613,2.08101,4.13161,4.181616,3.121801,1.030013,7.18191,2.04081,1.0012,4.120816,3.081205,2.120816,4.121605
2015-08-22 16:45:08,1440258308,1.030805,6.191819,3.090814,7.160819,2.09101,6.160819,1.030805,5.161514,2.09101,6.16181,4.181516,3.121801,1.030014,7.18191,2.04081,1.0012,3.090814,3.091205,2.120816,4.121505
2015-08-23 12:30:00,1440329400,2.030805,6.191819,3.090814,7.160819,2.09101,6.160819,1.030805,5.161514,2.09101,6.16181,4.181516,3.121801,2.030014,7.18191,2.04081,1.0012,3.090814,3.091205,2.120816,4.121505
2015-08-23 12:49:30,1440330570,4.041005,6.191819,3.090714,7.160719,2.091011,6.160719,1.020705,5.161514,2.091011,6.161811,4.181516,3.121801,1.010011,7.181911,2.040711,1.0112,3.090714,3.091205,2.120716,4.121505
2015-08-23 12:59:09,1440331149,4.091206,6.191819,3.090714,7.160719,2.090911,6.160719,1.020706,5.161514,2.090911,6.161811,4.181516,3.121801,1.000006,7.181911,2.030711,1.0112,3.090714,3.091206,2.120716,4.121506
2015-08-23 13:04:51,1440331491,4.041202,6.191819,3.090714,7.160719,2.090911,6.160719,1.020706,5.161514,2.090911,6.161811,4.181516,3.121802,1.010006,7.181911,2.040711,1.0112,3.090714,3.091206,2.120716,4.121506
2015-08-23 13:11:40,1440331900,4.091503,6.191819,3.090714,7.160719,2.090911,6.160719,1.020706,5.161514,2.090911,6.161811,4.181516,3.121803,1.000003,7.181911,2.030711,1.0111,3.090714,3.091106,2.120716,4.121506
2015-08-23 13:45:37,1440333937,4.041501,6.191819,3.090714,7.160719,2.090911,6.160719,1.020706,5.161514,2.090911,6.161811,4.181516,3.121803,1.010703,7.181911,2.040711,1.0111,3.090714,3.091106,2.120716,4.121506
2015-08-23 15:00:00,1440338400,4.041501,7.191819,3.090714,7.160719,2.090911,6.160719,2.020706,5.161514,2.090911,6.161811,5.181516,3.121803,1.010703,7.181911,2.040711,1.0111,3.090714,3.091106,3.120716,4.121506
2015-08-23 16:18:41,1440343121,4.041501,9.191919,3.090715,7.170719,2.090911,6.170719,2.020706,5.171515,2.090911,6.171711,4.171515,3.121703,1.010703,7.181911,2.040711,1.0111,3.090715,3.091106,3.120716,4.121506
2015-08-23 16:47:13,1440344833,4.041501,9.191919,3.090715,7.170719,2.090912,6.170719,2.020706,5.171515,2.090912,6.171712,4.131512,3.121703,1.010703,7.181812,2.040712,1.0111,3.090715,3.091106,3.120716,4.121506
2015-08-24 19:00:00,1440439200,4.041501,9.191919,4.090715,7.170719,2.090912,7.170719,2.020706,5.171515,2.090912,6.171712,4.131512,3.121703,1.010703,7.181812,2.040712,1.0111,3.090715,3.091106,3.120716,4.121506
2015-08-29 11:45:00,1440845100,4.041501,9.191919,5.090715,7.170719,2.090912,7.170719,2.020706,5.171515,2.090912,6.171712,4.131512,3.121703,1.010703,7.181812,3.040712,1.0111,3.090715,3.091106,3.120716,4.121506
2015-08-29 12:53:39,1440849219,4.041501,9.191919,7.120915,7.170619,2.080912,7.170619,2.030607,5.171515,2.080912,6.171712,4.131512,3.121703,1.010603,7.181812,2.030607,1.0111,3.080615,3.081107,3.120616,4.121507
2015-08-29 15:00:00,1440856800,5.041501,10.191919,7.120915,7.170619,2.080912,8.170619,2.030607,5.171515,3.080912,7.171712,4.131512,4.121703,2.010603,8.181812,2.030607,2.0111,4.080615,4.081107,4.120616,4.121507
2015-08-29 15:02:28,1440856948,5.041501,10.191919,7.110915,7.170619,2.080912,7.140617,2.030607,5.171515,3.080912,7.171612,4.141512,6.141803,2.010603,8.181812,2.030607,2.0111,4.080615,4.081107,4.110616,4.111507
2015-08-29 15:07:55,1440857275,5.051501,10.191919,7.110915,7.170619,2.080913,7.140617,2.030607,5.171515,3.080913,7.171613,4.141513,6.141803,2.000603,8.181813,2.030607,4.0315,3.050613,4.081007,4.110616,4.111507
2015-08-29 15:10:58,1440857458,5.041501,10.191919,7.110915,7.170519,2.080913,7.140517,2.030507,5.171515,3.080913,7.171613,4.141513,6.141803,2.010503,8.181813,2.030507,2.0115,4.080913,4.081007,4.110516,4.111507
2015-08-29 15:23:29,1440858209,5.041501,10.191919,7.110915,7.180519,2.070913,7.140517,2.030508,5.181515,3.070913,7.181613,4.141513,6.141803,2.010503,7.181808,2.030508,2.0115,4.070913,6.111508,4.110516,4.111508
2015-08-29 15:28:23,1440858503,5.041501,10.191919,7.120915,7.180519,2.070913,7.120517,2.030508,5.181515,3.070913,7.181613,4.131513,6.181903,2.010503,7.181708,2.030508,2.0115,4.070913,6.121508,4.120517,4.121508
2015-08-29 15:40:30,1440859230,5.041501,10.191919,7.120815,7.180519,2.060813,7.120517,2.030508,5.181515,3.060813,7.181613,4.131513,6.181903,2.010503,7.181708,2.030508,1.0015,6.120913,6.121508,4.120517,4.121508
2015-08-29 15:47:45,1440859665,5.051501,10.191919,7.120815,7.180419,2.060813,7.120417,2.030409,5.181515,2.050809,7.181613,4.131513,6.181903,4.030803,7.181709,2.030409,1.0015,6.120913,6.121509,4.120417,4.121509
2015-08-29 16:02:37,1440860557,5.051501,12.191919,7.120816,7.180419,2.070813,7.120417,2.030409,5.181516,2.050809,7.181613,4.131513,6.181803,4.030803,7.181709,2.030409,1.0015,6.120913,6.121509,3.070416,4.121509
2015-08-29 16:07:37,1440860857,5.051401,12.191919,7.120816,7.180419,2.080813,7.120417,2.03041,5.181416,2.05081,7.181613,4.131413,6.181803,4.030803,7.18171,2.03041,2.0016,4.08091,6.12141,3.080416,4.12141
2015-08-29 16:11:18,1440861078,5.061401,12.191919,7.120816,7.180419,2.080814,7.120417,2.03041,5.181416,2.06081,7.181614,4.131414,6.181803,4.030803,7.18171,2.03041,2.0016,4.08091,6.12141,3.060414,4.12141
2015-08-29 16:20:49,1440861649,4.041401,12.191919,7.120816,7.170419,2.080814,7.120417,2.04041,5.171416,2.06081,9.181714,4.131414,6.171803,4.040803,7.17171,2.04041,2.0015,4.08091,6.12141,3.060414,4.12141
2015-08-29 16:30:00,1440862200,4.041401,12.191919,7.120816,7.170419,3.080814,7.120417,2.04041,5.171416,2.06081,9.181714,5.131414,6.171803,4.040803,7.17171,2.04041,2.0015,4.08091,6.12141,3.060414,4.12141
2015-08-29 16:35:00,1440862500,5.061501,12.191919,7.120816,7.180419,3.080814,7.120417,2.030411,5.181316,2.060811,7.181711,5.131314,6.181803,4.030803,7.181711,2.030411,2.0015,4.080911,6.121311,3.060414,4.121311
2015-08-29 16:36:48,1440862608,4.041501,12.191919,7.120816,7.170419,3.080814,7.120417,2.040411,5.171316,2.060811,9.181811,5.131314,6.171803,4.040803,7.171611,2.040411,2.0015,4.080911,6.121311,3.060414,4.121311
2015-08-29 16:43:07,1440862987,4.041501,12.191919,7.120816,7.160419,3.090814,7.120417,2.040411,5.161316,2.060811,9.181811,5.131314,6.161804,4.040804,8.181811,2.040411,2.0015,4.090911,4.091304,3.060414,4.121311
2015-08-29 16:50:36,1440863436,4.041501,12.191919,7.120817,7.150419,3.100814,7.100417,2.040411,5.151317,2.060811,9.181711,5.131314,6.181804,4.040804,8.181711,2.040411,2.0015,4.100911,4.101304,3.060414,4.121311
2015-08-30 12:30:00,1440934200,4.041501,12.191919,7.120817,7.150419,3.100814,7.100417,3.040411,5.151317,2.060811,9.181711,5.131314,6.181804,4.040804,8.181711,2.040411,2.0015,4.100911,4.101304,3.060414,5.121311
2015-08-30 13:15:43,1440936943,4.031501,12.191919,7.120817,7.150319,3.110814,7.110317,5.060811,5.151317,2.060811,9.181711,5.131314,6.181805,4.030805,8.181711,2.030311,2.0015,4.110911,4.111305,3.060314,4.111305
2015-08-30 13:51:09,1440939069,4.031501,12.191919,7.120717,7.150319,3.110714,7.110317,5.110911,5.151317,2.060711,9.181711,5.131314,6.181805,4.030705,8.181711,2.030311,2.0015,4.110911,4.111305,3.060314,4.061302
